Company Name,Asset Type,Percentage Allocation,Portfolio Date,Scheme Name,Fund Type
Ambuja Cements Ltd.,Equity,1.71%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Hero Motocorp Ltd.,Equity,1.69%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Birlasoft Ltd.,Equity,1.68%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Zomato Ltd.,Equity,1.67%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
United Spirits Ltd.,Equity,1.63%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
State Bank Of India,Equity,1.61%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
The Phoenix Mills Ltd.,Equity,1.61%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Hindalco Industries Ltd.,Equity,1.57%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
RBL Bank Ltd.,Equity,1.56%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Mahindra & Mahindra Ltd.,Equity,1.51%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Manappuram Finance Ltd.,Equity,1.50%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.50%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Mphasis Ltd.,Equity,1.45%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
United Breweries Ltd.,Equity,1.45%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Crompton Greaves Consumer Electrcials Ltd.,Equity,1.43%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
UTI Asset Management Company Ltd.,Equity,1.43%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Aditya Birla Fashion & Retail Ltd.,Equity,1.42%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Aarti Industries Ltd.,Equity,1.39%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Strides Pharma Science Ltd.,Equity,1.30%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Grasim Industries Ltd.,Equity,1.24%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Bajaj Electricals Ltd.,Equity,1.24%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Kalpataru Projects International Ltd.,Equity,1.24%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
ICICI Lombard General Insurance Company Ltd.,Equity,1.22%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Eicher Motors Ltd.,Equity,1.21%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
AIA Engineering Ltd.,Equity,1.08%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Ceat Ltd.,Equity,1.06%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
CBLO(CCIL),Others,1.05%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Atul Ltd.,Equity,1.04%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Bajaj Finance Ltd.,Equity,0.98%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Carborundum Universal Ltd.,Equity,0.98%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Fsn ECommerce Ventures Ltd.,Equity,0.93%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Sundram Fasteners Ltd.,Equity,0.91%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Zee Entertainment Enterprises Ltd.,Equity,0.89%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Marico Ltd.,Equity,0.80%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Max Financial Services Ltd.,Equity,0.80%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
The Ramco Cements Ltd.,Equity,0.69%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Wipro Ltd.,Equity,0.69%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Orient Electric Ltd.,Equity,0.65%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
City Union Bank Ltd.,Equity,0.55%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
SAI Silks (Kalamandir) Ltd.,Equity,0.55%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Steel Strip Wheels Ltd.,Equity,0.27%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Bajel Projects Limited (BPL),Equity,0.17%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Net Receivables/(Payable),Others,-0.20%,31/12/2023,Aditya Birla Sun Life Special Opportunities Fund,Thematic
Tata Motors Ltd.,Equity,11.75%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Mahindra & Mahindra Ltd.,Equity,10.05%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
CBLO(CCIL),Others,9.77%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Maruti Suzuki India Ltd.,Equity,9.40%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Hero Motocorp Ltd.,Equity,6.68%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Bajaj Auto Ltd.,Equity,5.86%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Interglobe Aviation Ltd.,Equity,4.68%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
TVS Motor Company Ltd.,Equity,4.18%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,3.79%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Adani Ports and Special Economic Zone Ltd.,Equity,3.40%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Zomato Ltd.,Equity,3.34%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Indian Railway Catering & Tourism Corporation Ltd.,Equity,3.27%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Tata Technologies Ltd.,Equity,2.93%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Container Corporation Of India Ltd.,Equity,2.85%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Other Margin,Debt,2.70%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Tube Investments Of India Ltd.,Equity,2.67%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Sona Blw Precision Forgings Ltd.,Equity,2.54%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Minda Corporation Ltd.,Equity,2.46%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Happy Forgings Ltd.,Equity,2.18%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Exide Industries Ltd.,Equity,1.09%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Ceat Ltd.,Equity,1.07%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Schaeffler India Ltd.,Equity,0.77%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Tata Motors - DVR - A - ORDY,Equity,0.74%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
UNO Minda Ltd.,Equity,0.74%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
CIE Automotive India Ltd.,Equity,0.54%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Rolex Rings Ltd.,Equity,0.34%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Net Receivables/(Payable),Others,0.19%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
Cash,Others,0.00%,31/12/2023,Aditya Birla Sun Life Transportation and Logistics Fund,Thematic
State Bank Of India,Equity,4.15%,31/12/2023,Axis Business Cycles Fund,Thematic
Reliance Industries Ltd.,Equity,3.91%,31/12/2023,Axis Business Cycles Fund,Thematic
Sona Blw Precision Forgings Ltd.,Equity,3.86%,31/12/2023,Axis Business Cycles Fund,Thematic
CreditAccess Grameen Ltd.,Equity,3.79%,31/12/2023,Axis Business Cycles Fund,Thematic
Tata Consultancy Services Ltd.,Equity,3.70%,31/12/2023,Axis Business Cycles Fund,Thematic
Ultratech Cement Ltd.,Equity,3.09%,31/12/2023,Axis Business Cycles Fund,Thematic
ICICI Bank Ltd.,Equity,2.98%,31/12/2023,Axis Business Cycles Fund,Thematic
National Thermal Power Corporation Ltd.,Equity,2.91%,31/12/2023,Axis Business Cycles Fund,Thematic
HDFC Bank Ltd.,Equity,2.81%,31/12/2023,Axis Business Cycles Fund,Thematic
Solar Industries India Ltd.,Equity,2.60%,31/12/2023,Axis Business Cycles Fund,Thematic
RHI Magnesita India Ltd.,Equity,2.59%,31/12/2023,Axis Business Cycles Fund,Thematic
Cholamandalam Financial Holdings Ltd.,Equity,2.43%,31/12/2023,Axis Business Cycles Fund,Thematic
Bharat Electronics Ltd.,Equity,2.41%,31/12/2023,Axis Business Cycles Fund,Thematic
CBLO(CCIL),Others,2.27%,31/12/2023,Axis Business Cycles Fund,Thematic
CIE Automotive India Ltd.,Equity,2.26%,31/12/2023,Axis Business Cycles Fund,Thematic
Brigade Enterprises Ltd.,Equity,2.24%,31/12/2023,Axis Business Cycles Fund,Thematic
DLF Ltd.,Equity,2.22%,31/12/2023,Axis Business Cycles Fund,Thematic
Infosys Ltd.,Equity,2.21%,31/12/2023,Axis Business Cycles Fund,Thematic
Tata Motors Ltd.,Equity,2.12%,31/12/2023,Axis Business Cycles Fund,Thematic
Ltimindtree Ltd.,Equity,2.09%,31/12/2023,Axis Business Cycles Fund,Thematic
K P R Mill Ltd.,Equity,2.07%,31/12/2023,Axis Business Cycles Fund,Thematic
SRF Ltd.,Equity,2.04%,31/12/2023,Axis Business Cycles Fund,Thematic
Tech Mahindra Ltd.,Equity,1.89%,31/12/2023,Axis Business Cycles Fund,Thematic
Treasury Bill (182D),Others,1.88%,31/12/2023,Axis Business Cycles Fund,Thematic
Schaeffler India Ltd.,Equity,1.84%,31/12/2023,Axis Business Cycles Fund,Thematic
Jindal Steel & Power Ltd.,Equity,1.79%,31/12/2023,Axis Business Cycles Fund,Thematic
Data Patterns (India) Ltd.,Equity,1.76%,31/12/2023,Axis Business Cycles Fund,Thematic
Tata Steel Ltd.,Equity,1.74%,31/12/2023,Axis Business Cycles Fund,Thematic
Power Grid Corporation Of India Ltd.,Equity,1.74%,31/12/2023,Axis Business Cycles Fund,Thematic
Balrampur Chini Mills Ltd.,Equity,1.70%,31/12/2023,Axis Business Cycles Fund,Thematic
Shree Cement Ltd.,Equity,1.68%,31/12/2023,Axis Business Cycles Fund,Thematic
Kaynes Technology India Pvt. Ltd.,Equity,1.65%,31/12/2023,Axis Business Cycles Fund,Thematic
Bharat Petroleum Corporation Ltd.,Equity,1.59%,31/12/2023,Axis Business Cycles Fund,Thematic
Coal India Ltd.,Equity,1.58%,31/12/2023,Axis Business Cycles Fund,Thematic
Jio Financial Services Ltd.,Equity,1.41%,31/12/2023,Axis Business Cycles Fund,Thematic
Delhivery Ltd.,Equity,1.35%,31/12/2023,Axis Business Cycles Fund,Thematic
Hindalco Industries Ltd.,Equity,1.31%,31/12/2023,Axis Business Cycles Fund,Thematic
Voltas Ltd.,Equity,1.27%,31/12/2023,Axis Business Cycles Fund,Thematic
Asian Paints Ltd.,Equity,1.24%,31/12/2023,Axis Business Cycles Fund,Thematic
Interglobe Aviation Ltd.,Equity,1.24%,31/12/2023,Axis Business Cycles Fund,Thematic
Aether Industries Ltd.,Equity,1.19%,31/12/2023,Axis Business Cycles Fund,Thematic
Marico Ltd.,Equity,1.18%,31/12/2023,Axis Business Cycles Fund,Thematic
Jindal Stainless Ltd.,Equity,1.15%,31/12/2023,Axis Business Cycles Fund,Thematic
Hindustan Unilever Ltd.,Equity,1.12%,31/12/2023,Axis Business Cycles Fund,Thematic
Chemplast Sanmar Ltd.,Equity,1.02%,31/12/2023,Axis Business Cycles Fund,Thematic
Grasim Industries Ltd.,Equity,0.95%,31/12/2023,Axis Business Cycles Fund,Thematic
L&T Finance Holding Ltd.,Equity,0.94%,31/12/2023,Axis Business Cycles Fund,Thematic
Hero Motocorp Ltd.,Equity,0.78%,31/12/2023,Axis Business Cycles Fund,Thematic
Hindalco Industries Ltd.,Equity,0.75%,31/12/2023,Axis Business Cycles Fund,Thematic
Minda Corporation Ltd.,Equity,0.73%,31/12/2023,Axis Business Cycles Fund,Thematic
HCL Technologies Ltd.,Equity,0.73%,31/12/2023,Axis Business Cycles Fund,Thematic
Ceat Ltd.,Equity,0.63%,31/12/2023,Axis Business Cycles Fund,Thematic
Inox India Ltd.,Equity,0.61%,31/12/2023,Axis Business Cycles Fund,Thematic
Vedant Fashions Pvt. Ltd.,Equity,0.60%,31/12/2023,Axis Business Cycles Fund,Thematic
BSE Ltd.,Equity,0.51%,31/12/2023,Axis Business Cycles Fund,Thematic
Apar Industries Ltd.,Equity,0.43%,31/12/2023,Axis Business Cycles Fund,Thematic
Zee Entertainment Enterprises Ltd.,Equity,0.36%,31/12/2023,Axis Business Cycles Fund,Thematic
Mahindra & Mahindra Financial Services Ltd.,Equity,0.35%,31/12/2023,Axis Business Cycles Fund,Thematic
Indraprastha Gas Ltd.,Equity,0.19%,31/12/2023,Axis Business Cycles Fund,Thematic
Net Receivables/(Payable),Others,-3.64%,31/12/2023,Axis Business Cycles Fund,Thematic
Torrent Power Ltd.,Equity,6.67%,31/12/2023,Thematic
Tata Consultancy Services Ltd.,Equity,4.68%,31/12/2023,Thematic
Infosys Ltd.,Equity,4.47%,31/12/2023,Thematic
Nestle India Ltd.,Equity,3.85%,31/12/2023,Thematic
Bajaj Finance Ltd.,Equity,3.72%,31/12/2023,Thematic
HDFC Bank Ltd.,Equity,3.56%,31/12/2023,Thematic
ICICI Bank Ltd.,Equity,3.43%,31/12/2023,Thematic
Avenue Supermarts Ltd.,Equity,3.08%,31/12/2023,Thematic
Titan Company Ltd.,Equity,2.53%,31/12/2023,Thematic
Trent Ltd.,Equity,2.43%,31/12/2023,Thematic
Tech Mahindra Ltd.,Equity,2.35%,31/12/2023,Thematic
Craftsman Automation Ltd.,Equity,2.28%,31/12/2023,Thematic
Tata Motors Ltd.,Equity,2.27%,31/12/2023,Thematic
Coforge Ltd.,Equity,2.15%,31/12/2023,Thematic
Cholamandalam Investment & Finance Company Ltd.,Equity,2.14%,31/12/2023,Thematic
Microsoft Corporation,Equity,2.06%,31/12/2023,Thematic
Go Fashion (India) Ltd.,Equity,2.01%,31/12/2023,Thematic
Kotak Mahindra Bank Ltd.,Equity,1.64%,31/12/2023,Thematic
Zomato Ltd.,Equity,1.61%,31/12/2023,Thematic
Ultratech Cement Ltd.,Equity,1.58%,31/12/2023,Thematic
Sona Blw Precision Forgings Ltd.,Equity,1.46%,31/12/2023,Thematic
Tata Elxsi Ltd.,Equity,1.36%,31/12/2023,Thematic
Mphasis Ltd.,Equity,1.34%,31/12/2023,Thematic
Tata Consumer Products Ltd.,Equity,1.34%,31/12/2023,Thematic
Alphabet Inc,Equity,1.32%,31/12/2023,Thematic
Rainbow Childrens Medicare Ltd.,Equity,1.28%,31/12/2023,Thematic
TVS Motor Company Ltd.,Equity,1.26%,31/12/2023,Thematic
Eicher Motors Ltd.,Equity,1.26%,31/12/2023,Thematic
Info Edge (India) Ltd.,Equity,1.23%,31/12/2023,Thematic
CreditAccess Grameen Ltd.,Equity,1.21%,31/12/2023,Thematic
Mahindra & Mahindra Ltd.,Equity,1.13%,31/12/2023,Thematic
Anthem Inc.,Equity,0.95%,31/12/2023,Thematic
ICICI Prudential Life Insurance Company Ltd.,Equity,0.93%,31/12/2023,Thematic
Polycab India Ltd.,Equity,0.90%,31/12/2023,Thematic
Banco Bilbao Vizcaya,Equity,0.88%,31/12/2023,Thematic
Bunzl plc,Equity,0.86%,31/12/2023,Thematic
Raia Drogasil,Equity,0.84%,31/12/2023,Thematic
Relx Plc,Equity,0.83%,31/12/2023,Thematic
Hitachi Ltd.,Equity,0.80%,31/12/2023,Thematic
SBI Life Insurance Company Ltd.,Equity,0.79%,31/12/2023,Thematic
Jyothy Labs Ltd.,Equity,0.77%,31/12/2023,Thematic
AstraZeneca Plc.,Equity,0.73%,31/12/2023,Thematic
ABB India Ltd.,Equity,0.72%,31/12/2023,Thematic
Unilever PLC,Equity,0.72%,31/12/2023,Thematic
Booking Holdings Inc.,Equity,0.70%,31/12/2023,Thematic
Mastercard. Inc.,Equity,0.70%,31/12/2023,Thematic
Salesforce.Com,Equity,0.70%,31/12/2023,Thematic
Adobe Sys Inc,Equity,0.69%,31/12/2023,Thematic
Taiwan Semiconductor Manufacturing Company Ltd.,Equity,0.69%,31/12/2023,Thematic
Visa Inc,Equity,0.66%,31/12/2023,Thematic
ASML Holding NV,Equity,0.66%,31/12/2023,Thematic
AIA Group Ltd.,Equity,0.66%,31/12/2023,Thematic
Thermo Fisher Scientific Inc.,Equity,0.66%,31/12/2023,Thematic
Intuit Inc.,Equity,0.61%,31/12/2023,Thematic
Net Receivables/(Payable),Others,0.59%,31/12/2023,Thematic
DBS Group Holdings Ltd.,Equity,0.59%,31/12/2023,Thematic
Vedant Fashions Pvt. Ltd.,Equity,0.58%,31/12/2023,Thematic
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.53%,31/12/2023,Thematic
Symphony Ltd.,Equity,0.53%,31/12/2023,Thematic
Sap Se.,Equity,0.52%,31/12/2023,Thematic
Mankind Pharma Ltd.,Equity,0.52%,31/12/2023,Thematic
Roche Holdings Ltd.-ADR,Equity,0.51%,31/12/2023,Thematic
Lowe S Companies Inc,Equity,0.51%,31/12/2023,Thematic
CBLO(CCIL),Others,0.49%,31/12/2023,Thematic
Minda Corporation Ltd.,Equity,0.48%,31/12/2023,Thematic
Reckitt Benckiser Ltd.,Equity,0.46%,31/12/2023,Thematic
Intel Corp,Equity,0.43%,31/12/2023,Thematic
Texas Instrs INC Com,Equity,0.43%,31/12/2023,Thematic
Dr Reddys Laboratories Ltd.,Equity,0.42%,31/12/2023,Thematic
Lululemon Athletica Inc,Equity,0.41%,31/12/2023,Thematic
Spirax-Sarco Engineering PLC,Equity,0.38%,31/12/2023,Thematic
Greggs PLC,Equity,0.37%,31/12/2023,Thematic
Teamlease Services Ltd.,Equity,0.36%,31/12/2023,Thematic
Kingfisher Plc,Equity,0.27%,31/12/2023,Thematic
ARM Holdings PLC,Equity,0.21%,31/12/2023,Thematic
Norsk Hydro As,Equity,0.19%,31/12/2023,Thematic
Maruti Suzuki India Ltd.,Equity,0.09%,31/12/2023,Thematic
Torrent Power Ltd.,Equity,6.67%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Tata Consultancy Services Ltd.,Equity,4.68%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Infosys Ltd.,Equity,4.47%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Nestle India Ltd.,Equity,3.85%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Bajaj Finance Ltd.,Equity,3.72%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
HDFC Bank Ltd.,Equity,3.56%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
ICICI Bank Ltd.,Equity,3.43%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Avenue Supermarts Ltd.,Equity,3.08%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Titan Company Ltd.,Equity,2.53%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Trent Ltd.,Equity,2.43%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Tech Mahindra Ltd.,Equity,2.35%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Craftsman Automation Ltd.,Equity,2.28%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Tata Motors Ltd.,Equity,2.27%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Coforge Ltd.,Equity,2.15%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Cholamandalam Investment & Finance Company Ltd.,Equity,2.14%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Microsoft Corporation,Equity,2.06%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Go Fashion (India) Ltd.,Equity,2.01%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Kotak Mahindra Bank Ltd.,Equity,1.64%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Zomato Ltd.,Equity,1.61%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Ultratech Cement Ltd.,Equity,1.58%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Sona Blw Precision Forgings Ltd.,Equity,1.46%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Tata Elxsi Ltd.,Equity,1.36%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Mphasis Ltd.,Equity,1.34%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Tata Consumer Products Ltd.,Equity,1.34%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Alphabet Inc,Equity,1.32%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Rainbow Childrens Medicare Ltd.,Equity,1.28%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
TVS Motor Company Ltd.,Equity,1.26%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Eicher Motors Ltd.,Equity,1.26%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Info Edge (India) Ltd.,Equity,1.23%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
CreditAccess Grameen Ltd.,Equity,1.21%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Mahindra & Mahindra Ltd.,Equity,1.13%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Anthem Inc.,Equity,0.95%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
ICICI Prudential Life Insurance Company Ltd.,Equity,0.93%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Polycab India Ltd.,Equity,0.90%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Banco Bilbao Vizcaya,Equity,0.88%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Bunzl plc,Equity,0.86%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Raia Drogasil,Equity,0.84%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Relx Plc,Equity,0.83%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Hitachi Ltd.,Equity,0.80%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
SBI Life Insurance Company Ltd.,Equity,0.79%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Jyothy Labs Ltd.,Equity,0.77%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
AstraZeneca Plc.,Equity,0.73%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
ABB India Ltd.,Equity,0.72%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Unilever PLC,Equity,0.72%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Booking Holdings Inc.,Equity,0.70%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Mastercard. Inc.,Equity,0.70%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Salesforce.Com,Equity,0.70%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Adobe Sys Inc,Equity,0.69%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Taiwan Semiconductor Manufacturing Company Ltd.,Equity,0.69%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Visa Inc,Equity,0.66%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
ASML Holding NV,Equity,0.66%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
AIA Group Ltd.,Equity,0.66%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Thermo Fisher Scientific Inc.,Equity,0.66%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Intuit Inc.,Equity,0.61%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Net Receivables/(Payable),Others,0.59%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
DBS Group Holdings Ltd.,Equity,0.59%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Vedant Fashions Pvt. Ltd.,Equity,0.58%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.53%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Symphony Ltd.,Equity,0.53%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Sap Se.,Equity,0.52%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Mankind Pharma Ltd.,Equity,0.52%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Roche Holdings Ltd.-ADR,Equity,0.51%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Lowe S Companies Inc,Equity,0.51%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
CBLO(CCIL),Others,0.49%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Minda Corporation Ltd.,Equity,0.48%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Reckitt Benckiser Ltd.,Equity,0.46%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Intel Corp,Equity,0.43%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Texas Instrs INC Com,Equity,0.43%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Dr Reddys Laboratories Ltd.,Equity,0.42%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Lululemon Athletica Inc,Equity,0.41%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Spirax-Sarco Engineering PLC,Equity,0.38%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Greggs PLC,Equity,0.37%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Teamlease Services Ltd.,Equity,0.36%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Kingfisher Plc,Equity,0.27%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
ARM Holdings PLC,Equity,0.21%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Norsk Hydro As,Equity,0.19%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Maruti Suzuki India Ltd.,Equity,0.09%,31/12/2023,Axis ESG Integration Strategy Fund,Thematic
Infosys Ltd.,Equity,4.71%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
State Bank Of India,Equity,3.54%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Ram Krishna Forgings Ltd.,Equity,3.27%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
ICICI Bank Ltd.,Equity,3.08%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Welspun Corporation Ltd.,Equity,3.05%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Reliance Industries Ltd.,Equity,2.94%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
