Company Name,Asset Type,Percentage Allocation,Fund Type
Angel One Ltd. (Erstwhile Angel Broking Ltd.),Equity,1.73%,Small cap Fund
Birlasoft Ltd.,Equity,1.73%,Small cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,1.67%,Small cap Fund
Persistent Systems Ltd.,Equity,1.62%,Small cap Fund
Radico Khaitan Ltd.,Equity,1.57%,Small cap Fund
JK Lakshmi Cement Ltd.,Equity,1.57%,Small cap Fund
BSE Ltd.,Equity,1.57%,Small cap Fund
Craftsman Automation Ltd.,Equity,1.51%,Small cap Fund
Brigade Enterprises Ltd.,Equity,1.46%,Small cap Fund
Dreamfolks Services Ltd.,Equity,1.44%,Small cap Fund
Ajanta Pharma Ltd.,Equity,1.43%,Small cap Fund
ZF Commercial Vehicle Control Systems India Ltd.,Equity,1.42%,Small cap Fund
KPIT Technologies Ltd.,Equity,1.41%,Small cap Fund
Bharat Dynamics Ltd.,Equity,1.39%,Small cap Fund
Zomato Ltd.,Equity,1.39%,Small cap Fund
Metro Brands Ltd.,Equity,1.36%,Small cap Fund
REC Ltd.,Equity,1.30%,Small cap Fund
Ethos Ltd.,Equity,1.28%,Small cap Fund
TVS Motor Company Ltd.,Equity,1.27%,Small cap Fund
Kajaria Ceramics Ltd.,Equity,1.26%,Small cap Fund
Rolex Rings Ltd.,Equity,1.25%,Small cap Fund
KNR Constructions Ltd.,Equity,1.16%,Small cap Fund
Indian Bank,Equity,1.13%,Small cap Fund
Hindustan Petroleum Corporation Ltd.,Equity,1.12%,Small cap Fund
Endurance Technologies Ltd.,Equity,1.11%,Small cap Fund
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,1.10%,Small cap Fund
Page Industries Ltd.,Equity,1.09%,Small cap Fund
Concord Biotech Ltd.,Equity,1.06%,Small cap Fund
BEML Ltd.,Equity,1.04%,Small cap Fund
Computer Age Management Services Ltd.,Equity,1.04%,Small cap Fund
Kaynes Technology India Pvt. Ltd.,Equity,0.99%,Small cap Fund
Max Financial Services Ltd.,Equity,0.99%,Small cap Fund
Timken India Ltd.,Equity,0.98%,Small cap Fund
Aeroflex Industries Ltd.,Equity,0.98%,Small cap Fund
Canfin Homes Ltd.,Equity,0.97%,Small cap Fund
PNC Infratech Ltd.,Equity,0.93%,Small cap Fund
VRL Logistics Ltd.,Equity,0.91%,Small cap Fund
Birla Corporation Ltd.,Equity,0.86%,Small cap Fund
Ingersoll-Rand  Ltd.,Equity,0.84%,Small cap Fund
Honasa Consumer Ltd.,Equity,0.82%,Small cap Fund
Neogen Chemicals Ltd.,Equity,0.80%,Small cap Fund
Apar Industries Ltd.,Equity,0.77%,Small cap Fund
Jamna Auto Industries Ltd.,Equity,0.72%,Small cap Fund
Aether Industries Ltd.,Equity,0.68%,Small cap Fund
Kalyan Jewellers India Ltd.,Equity,0.58%,Small cap Fund
Indiamart Intermesh Ltd.,Equity,0.49%,Small cap Fund
Expleo Solutions Ltd.,Equity,0.40%,Small cap Fund
Orient Electric Ltd.,Equity,0.27%,Small cap Fund
PVR INOX Ltd.,Equity,0.21%,Small cap Fund
Net Receivables/(Payable),Others,-0.06%,Small cap Fund
Net Receivables/(Payable),Others,2.97%,Small cap Fund
Jindal Stainless Ltd.,Equity,2.52%,Small cap Fund
Triparty Repo,Others,2.12%,Small cap Fund
KPIT Technologies Ltd.,Equity,2.05%,Small cap Fund
NCC Ltd.,Equity,1.77%,Small cap Fund
Kirloskar Oil Engines Ltd.,Equity,1.64%,Small cap Fund
Canara Bank,Equity,1.54%,Small cap Fund
Cyient Ltd.,Equity,1.51%,Small cap Fund
Welspun Corporation Ltd.,Equity,1.46%,Small cap Fund
PCBL Ltd. (Erstwhile Phillips Carbon Black Ltd.),Equity,1.46%,Small cap Fund
Arvind Ltd.,Equity,1.43%,Small cap Fund
BSE Ltd.,Equity,1.42%,Small cap Fund
Inox Wind Ltd.,Equity,1.40%,Small cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.39%,Small cap Fund
ITC Ltd.,Equity,1.37%,Small cap Fund
Brigade Enterprises Ltd.,Equity,1.35%,Small cap Fund
Praj Industries Ltd.,Equity,1.33%,Small cap Fund
Wonderla Holidays Ltd.,Equity,1.31%,Small cap Fund
Kaynes Technology India Pvt. Ltd.,Equity,1.28%,Small cap Fund
Bharat Dynamics Ltd.,Equity,1.27%,Small cap Fund
Central Depository Services (India) Ltd.,Equity,1.27%,Small cap Fund
NLC India Ltd.,Equity,1.26%,Small cap Fund
Titagarh Railsystems Ltd.,Equity,1.26%,Small cap Fund
CreditAccess Grameen Ltd.,Equity,1.25%,Small cap Fund
Birlasoft Ltd.,Equity,1.24%,Small cap Fund
Exide Industries Ltd.,Equity,1.23%,Small cap Fund
Indusind Bank Ltd.,Equity,1.22%,Small cap Fund
IDFC Ltd.,Equity,1.19%,Small cap Fund
PNC Infratech Ltd.,Equity,1.19%,Small cap Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.17%,Small cap Fund
KSB Ltd.,Equity,1.16%,Small cap Fund
Radico Khaitan Ltd.,Equity,1.15%,Small cap Fund
Ingersoll-Rand  Ltd.,Equity,1.15%,Small cap Fund
Zomato Ltd.,Equity,1.14%,Small cap Fund
Multi Commodity Exchange of India Ltd.,Equity,1.13%,Small cap Fund
Suven Pharmaceuticals Ltd.,Equity,1.12%,Small cap Fund
Suzlon Energy Ltd.,Equity,1.11%,Small cap Fund
REC Ltd.,Equity,1.09%,Small cap Fund
PG Electroplast Ltd.,Equity,1.07%,Small cap Fund
Solar Industries India Ltd.,Equity,1.07%,Small cap Fund
Mazagon Dock Shipbuilders Ltd.,Equity,1.06%,Small cap Fund
J. K. Cement Ltd.,Equity,1.05%,Small cap Fund
Balrampur Chini Mills Ltd.,Equity,1.04%,Small cap Fund
Dalmia Bharat Ltd.,Equity,1.04%,Small cap Fund
Century Textiles & Industries Ltd.,Equity,1.03%,Small cap Fund
Mankind Pharma Ltd.,Equity,1.03%,Small cap Fund
Karur Vysya Bank Ltd.,Equity,1.03%,Small cap Fund
Global Health Ltd.,Equity,1.03%,Small cap Fund
Blue Star Ltd.,Equity,1.03%,Small cap Fund
Union Bank Of India,Equity,1.01%,Small cap Fund
PI Industries Ltd.,Equity,1.01%,Small cap Fund
Rajratan Global Wire Ltd.,Equity,1.01%,Small cap Fund
Bank Of Maharashtra,Equity,1.01%,Small cap Fund
Ganesha Ecosphere Ltd.,Equity,1.00%,Small cap Fund
RBL Bank Ltd.,Equity,1.00%,Small cap Fund
Gujarat Fluorochemicals Ltd.,Equity,1.00%,Small cap Fund
The Federal Bank Ltd.,Equity,0.98%,Small cap Fund
Maruti Suzuki India Ltd.,Equity,0.98%,Small cap Fund
Dixon Technologies (India) Ltd.,Equity,0.98%,Small cap Fund
HI TECH PIPES LTD.,Equity,0.98%,Small cap Fund
Tata Coffee Ltd.,Equity,0.98%,Small cap Fund
Sundram Fasteners Ltd.,Equity,0.97%,Small cap Fund
APL Apollo Tubes Ltd.,Equity,0.96%,Small cap Fund
Karnataka Bank Ltd.,Equity,0.95%,Small cap Fund
Taj G V K Hotels & Resorts Ltd.,Equity,0.94%,Small cap Fund
Westlife Foodworld Ltd.,Equity,0.93%,Small cap Fund
ZF Commercial Vehicle Control Systems India Ltd.,Equity,0.93%,Small cap Fund
Aster DM Healthcare Ltd.,Equity,0.93%,Small cap Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,0.93%,Small cap Fund
Computer Age Management Services Ltd.,Equity,0.93%,Small cap Fund
Vishnu Chemicals Ltd.,Equity,0.93%,Small cap Fund
Blue Dart Express Ltd.,Equity,0.93%,Small cap Fund
DCB Bank Ltd.,Equity,0.92%,Small cap Fund
Route Mobile Ltd.,Equity,0.92%,Small cap Fund
Timken India Ltd.,Equity,0.90%,Small cap Fund
Ujjivan Financial Services Ltd.,Equity,0.89%,Small cap Fund
VRL Logistics Ltd.,Equity,0.89%,Small cap Fund
Ami Organics Ltd.,Equity,0.88%,Small cap Fund
Kajaria Ceramics Ltd.,Equity,0.88%,Small cap Fund
Kirloskar Pneumatic Company Ltd.,Equity,0.88%,Small cap Fund
Home First Finance Company India Ltd.,Equity,0.87%,Small cap Fund
Carborundum Universal Ltd.,Equity,0.87%,Small cap Fund
Equitas Small Finance Bank Ltd.,Equity,0.85%,Small cap Fund
NMDC Ltd.,Equity,0.84%,Small cap Fund
MRF Ltd.,Equity,0.79%,Small cap Fund
Apar Industries Ltd.,Equity,0.78%,Small cap Fund
Mayur Uniquoters Ltd.,Equity,0.70%,Small cap Fund
La Opala RG Ltd.,Equity,0.67%,Small cap Fund
CSB Bank Ltd. (Formerly The Catholic Syrian Bank Ltd.),Equity,0.55%,Small cap Fund
Raymond Ltd.,Equity,0.55%,Small cap Fund
REC Ltd.,Equity,0.37%,Small cap Fund
ITI Mutual Fund (ITI Dynamic Bond Fund - Direct - Growth),Debt,0.24%,Small cap Fund
ITI Mutual Fund (ITI Banking & PSU Debt Fund - Direct - Growth),Debt,0.18%,Small cap Fund
Tata Technologies Ltd.,Equity,0.01%,Small cap Fund
Derivative,Others,-3.07%,Small cap Fund
Triparty Repo,Others,5.25%,Small cap Fund
Cyient Ltd.,Equity,4.37%,Small cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,3.78%,Small cap Fund
Carborundum Universal Ltd.,Equity,3.56%,Small cap Fund
Century Plyboards Ltd.,Equity,3.06%,Small cap Fund
Blue Star Ltd.,Equity,2.98%,Small cap Fund
Galaxy Surfactants Ltd.,Equity,2.70%,Small cap Fund
Blue Dart Express Ltd.,Equity,2.29%,Small cap Fund
Garware Technical Fibres Ltd.,Equity,2.25%,Small cap Fund
Techno Electric & Engineering Company Ltd.,Equity,2.22%,Small cap Fund
Alembic Pharmaceuticals Ltd.,Equity,2.16%,Small cap Fund
Persistent Systems Ltd.,Equity,2.13%,Small cap Fund
Solar Industries India Ltd.,Equity,2.03%,Small cap Fund
Amara Raja Batteries Ltd.,Equity,2.03%,Small cap Fund
Shoppers Stop Ltd.,Equity,1.87%,Small cap Fund
The Great Eastern Shipping Company Ltd.,Equity,1.87%,Small cap Fund
V-Guard Industries Ltd.,Equity,1.86%,Small cap Fund
Shyam Metalics & Energy Ltd.,Equity,1.71%,Small cap Fund
Mahindra Lifespace Developers Ltd.,Equity,1.69%,Small cap Fund
Exide Industries Ltd.,Equity,1.66%,Small cap Fund
Sheela Foam Ltd.,Equity,1.66%,Small cap Fund
Sansera Engineering Ltd.,Equity,1.53%,Small cap Fund
Balrampur Chini Mills Ltd.,Equity,1.49%,Small cap Fund
Amber Enterprises India Ltd.,Equity,1.49%,Small cap Fund
Somany Ceramics Ltd.,Equity,1.48%,Small cap Fund
Ajanta Pharma Ltd.,Equity,1.47%,Small cap Fund
J. K. Cement Ltd.,Equity,1.38%,Small cap Fund
The Supreme Industries Ltd.,Equity,1.36%,Small cap Fund
BEML Ltd.,Equity,1.35%,Small cap Fund
Schaeffler India Ltd.,Equity,1.34%,Small cap Fund
Bosch Ltd.,Equity,1.34%,Small cap Fund
Rolex Rings Ltd.,Equity,1.29%,Small cap Fund
ICICI Bank Ltd.,Equity,1.23%,Small cap Fund
R R Kabel Ltd.,Equity,1.21%,Small cap Fund
Nilkamal Ltd.,Equity,1.19%,Small cap Fund
V-Mart Retail Ltd.,Equity,1.18%,Small cap Fund
Kalpataru Projects International Ltd.,Equity,1.16%,Small cap Fund
APL Apollo Tubes Ltd.,Equity,1.16%,Small cap Fund
VST Tillers Tractors Ltd.,Equity,1.15%,Small cap Fund
VIP Industries Ltd.,Equity,1.15%,Small cap Fund
Hawkins Cooker Ltd.,Equity,0.99%,Small cap Fund
Dhanuka Agritech Ltd.,Equity,0.96%,Small cap Fund
Orient Electric Ltd.,Equity,0.94%,Small cap Fund
Go Fashion (India) Ltd.,Equity,0.89%,Small cap Fund
G R Infraprojects Ltd.,Equity,0.88%,Small cap Fund
Tata Chemicals Ltd.,Equity,0.84%,Small cap Fund
Kajaria Ceramics Ltd.,Equity,0.82%,Small cap Fund
Apollo Pipes Ltd.,Equity,0.78%,Small cap Fund
Thermax Ltd.,Equity,0.78%,Small cap Fund
Au Small Finance Bank Ltd.,Equity,0.78%,Small cap Fund
Bandhan Bank Ltd.,Equity,0.77%,Small cap Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.74%,Small cap Fund
Torrent Pharmaceuticals Ltd.,Equity,0.74%,Small cap Fund
Atul Ltd.,Equity,0.73%,Small cap Fund
Sandhar Technologies Ltd.,Equity,0.73%,Small cap Fund
PI Industries Ltd.,Equity,0.73%,Small cap Fund
Laxmi Organic Industries Ltd.,Equity,0.72%,Small cap Fund
Bharat Forge Ltd.,Equity,0.71%,Small cap Fund
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,0.69%,Small cap Fund
Prataap Snacks Ltd.,Equity,0.64%,Small cap Fund
The Ramco Cements Ltd.,Equity,0.59%,Small cap Fund
Mahindra & Mahindra Financial Services Ltd.,Equity,0.57%,Small cap Fund
Whirlpool of India Ltd.,Equity,0.56%,Small cap Fund
Kewal Kiran Clothing Ltd.,Equity,0.55%,Small cap Fund
Current Assets,Others,0.53%,Small cap Fund
KNR Constructions Ltd.,Equity,0.45%,Small cap Fund
Wpil Ltd.,Equity,0.44%,Small cap Fund
Axis Bank Ltd.,Equity,0.40%,Small cap Fund
SAI Silks (Kalamandir) Ltd.,Equity,0.31%,Small cap Fund
Zydus Lifesciences Ltd.,Equity,0.30%,Small cap Fund
Archean Chemical Industries Ltd.,Equity,0.28%,Small cap Fund
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,0.26%,Small cap Fund
Heritage Foods Ltd.,Equity,0.22%,Small cap Fund
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,0.18%,Small cap Fund
Jupiter Life Line Hospitals Ltd.,Equity,0.17%,Small cap Fund
Lux Industries Ltd.,Equity,0.15%,Small cap Fund
Anand Rathi Wealth Ltd.,Equity,0.12%,Small cap Fund
Garware Hi-Tech Films Ltd.,Equity,4.79%,Small cap Fund
BSE Ltd.,Equity,4.07%,Small cap Fund
Triparty Repo,Others,3.91%,Small cap Fund
Kennametal India Ltd.,Equity,3.49%,Small cap Fund
Grindwell Norton Ltd.,Equity,3.47%,Small cap Fund
KEI Industries Ltd.,Equity,3.31%,Small cap Fund
Kirloskar Oil Engines Ltd.,Equity,2.91%,Small cap Fund
KSB Ltd.,Equity,2.55%,Small cap Fund
Lemon Tree Hotels Ltd.,Equity,2.54%,Small cap Fund
Blue Star Ltd.,Equity,2.42%,Small cap Fund
Hitachi Energy India Ltd.,Equity,2.36%,Small cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,2.35%,Small cap Fund
Carborundum Universal Ltd.,Equity,2.29%,Small cap Fund
Avalon Technologies Ltd,Equity,2.24%,Small cap Fund
Td Power Systems Ltd.,Equity,2.17%,Small cap Fund
Texmaco Rail & Engineering Ltd.,Equity,2.11%,Small cap Fund
Elgi Equipments Ltd.,Equity,2.06%,Small cap Fund
Timken India Ltd.,Equity,1.93%,Small cap Fund
Bharat Bijlee Ltd.,Equity,1.86%,Small cap Fund
Carysil Ltd.,Equity,1.78%,Small cap Fund
Greenpanel Industries Ltd.,Equity,1.78%,Small cap Fund
Huhtamaki India Ltd.,Equity,1.71%,Small cap Fund
Galaxy Surfactants Ltd.,Equity,1.70%,Small cap Fund
DCB Bank Ltd.,Equity,1.68%,Small cap Fund
Global Health Ltd.,Equity,1.66%,Small cap Fund
Sanofi India Ltd.,Equity,1.66%,Small cap Fund
Mahanagar Gas Ltd.,Equity,1.59%,Small cap Fund
Birlasoft Ltd.,Equity,1.59%,Small cap Fund
Bajaj Electricals Ltd.,Equity,1.58%,Small cap Fund
Divgi Torq Transfer Systems Pvt Ltd,Equity,1.52%,Small cap Fund
Century Plyboards Ltd.,Equity,1.50%,Small cap Fund
Navin Fluorine International Ltd.,Equity,1.48%,Small cap Fund
Equitas Small Finance Bank Ltd.,Equity,1.46%,Small cap Fund
Deepak Nitrite Ltd.,Equity,1.43%,Small cap Fund
CIE Automotive India Ltd.,Equity,1.43%,Small cap Fund
E.I.D. Parry India Ltd.,Equity,1.42%,Small cap Fund
Cera Sanitaryware Ltd.,Equity,1.41%,Small cap Fund
Piramal Pharma Ltd.,Equity,1.37%,Small cap Fund
Metropolis Healthcare Ltd.,Equity,1.34%,Small cap Fund
Campus Activewear Ltd.,Equity,1.34%,Small cap Fund
Bank Of Baroda,Equity,1.28%,Small cap Fund
Hindware Home Innovation Ltd.,Equity,1.23%,Small cap Fund
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.15%,Small cap Fund
Sheela Foam Ltd.,Equity,1.12%,Small cap Fund
Cyient Ltd.,Equity,1.10%,Small cap Fund
PNC Infratech Ltd.,Equity,1.07%,Small cap Fund
Zaggle Prepaid Ocean Services Ltd.,Equity,1.04%,Small cap Fund
Artemis Medicare Services Ltd.,Equity,1.03%,Small cap Fund
Orient Electric Ltd.,Equity,0.92%,Small cap Fund
Birla Corporation Ltd.,Equity,0.87%,Small cap Fund
GMM Pfaudler Ltd.,Equity,0.85%,Small cap Fund
Protean Egov Technologies Ltd.,Equity,0.83%,Small cap Fund
Bajaj Consumer Care Ltd.,Equity,0.77%,Small cap Fund
S.P. Apparels Ltd.,Equity,0.70%,Small cap Fund
Bikaji Foods International Ltd.,Equity,0.60%,Small cap Fund
Shoppers Stop Ltd.,Equity,0.54%,Small cap Fund
Bajel Projects Limited (BPL),Equity,0.12%,Small cap Fund
Indian Renewable Energy Development Agency (Ireda),Equity,0.05%,Small cap Fund
Net Receivables/(Payable),Others,-0.49%,Small cap Fund
Triparty Repo,Others,3.27%,Small cap Fund
Coal India Ltd.,Equity,2.95%,Small cap Fund
Century Textiles & Industries Ltd.,Equity,2.90%,Small cap Fund
Godrej Industries Ltd.,Equity,2.77%,Small cap Fund
Net Receivables/(Payable),Others,2.59%,Small cap Fund
REC Ltd.,Equity,2.59%,Small cap Fund
Birlasoft Ltd.,Equity,2.55%,Small cap Fund
Reliance Industries Ltd.,Equity,2.51%,Small cap Fund
Grasim Industries Ltd.,Equity,2.00%,Small cap Fund
NLC India Ltd.,Equity,1.96%,Small cap Fund
ICRA Ltd.,Equity,1.89%,Small cap Fund
Arvind Ltd.,Equity,1.88%,Small cap Fund
First Source Solutions Ltd.,Equity,1.80%,Small cap Fund
Triveni Engineering & Industries Ltd.,Equity,1.79%,Small cap Fund
CESC Ltd.,Equity,1.79%,Small cap Fund
ICICI Securities Ltd.,Equity,1.78%,Small cap Fund
Minda Corporation Ltd.,Equity,1.71%,Small cap Fund
Kirloskar Oil Engines Ltd.,Equity,1.66%,Small cap Fund
Zee Entertainment Enterprises Ltd.,Equity,1.66%,Small cap Fund
Electronics Mart India Ltd.,Equity,1.61%,Small cap Fund
Voltamp Transformers Ltd.,Equity,1.56%,Small cap Fund
Cholamandalam Financial Holdings Ltd.,Equity,1.51%,Small cap Fund
Emami Ltd.,Equity,1.45%,Small cap Fund
SJVN Ltd.,Equity,1.44%,Small cap Fund
PNB Housing Finance Ltd.,Equity,1.41%,Small cap Fund
Kolte Patil Developers Ltd.,Equity,1.40%,Small cap Fund
PCBL Ltd. (Erstwhile Phillips Carbon Black Ltd.),Equity,1.38%,Small cap Fund
Gujarat State Fertilizers & Chemicals Ltd.,Equity,1.37%,Small cap Fund
KEI Industries Ltd.,Equity,1.35%,Small cap Fund
TVS Srichakra Ltd.,Equity,1.33%,Small cap Fund
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Equity,1.32%,Small cap Fund
Birla Corporation Ltd.,Equity,1.30%,Small cap Fund
Thomas Cook (India) Ltd.,Equity,1.30%,Small cap Fund
Varroc Engineering Pvt. Ltd.,Equity,1.28%,Small cap Fund
Jindal Stainless Ltd.,Equity,1.27%,Small cap Fund
CIE Automotive India Ltd.,Equity,1.22%,Small cap Fund
Karnataka Bank Ltd.,Equity,1.22%,Small cap Fund
City Union Bank Ltd.,Equity,1.16%,Small cap Fund
Bajaj Electricals Ltd.,Equity,1.15%,Small cap Fund
Lakshmi Machine Works Ltd.,Equity,1.15%,Small cap Fund
Nitin Spinners Ltd.,Equity,1.15%,Small cap Fund
Jio Financial Services Ltd.,Equity,1.14%,Small cap Fund
Exide Industries Ltd.,Equity,1.13%,Small cap Fund
Natco Pharma Ltd.,Equity,1.08%,Small cap Fund
Mrs Bectors Food Specialities Ltd.,Equity,1.08%,Small cap Fund
Indian Renewable Energy Development Agency (Ireda),Equity,1.07%,Small cap Fund
eClerx Services Ltd.,Equity,1.07%,Small cap Fund
MOIL Ltd.,Equity,1.04%,Small cap Fund
Piramal Pharma Ltd.,Equity,0.99%,Small cap Fund
Navin Fluorine International Ltd.,Equity,0.99%,Small cap Fund
Engineers India Ltd.,Equity,0.98%,Small cap Fund
Safari Industries (India) Ltd.,Equity,0.97%,Small cap Fund
Orient Cement Ltd.,Equity,0.97%,Small cap Fund
Tega Industries Ltd.,Equity,0.95%,Small cap Fund
D B Corp Ltd.,Equity,0.95%,Small cap Fund
United Spirits Ltd.,Equity,0.92%,Small cap Fund
EPL Ltd. (Erstwhile Essel Propack Ltd.),Equity,0.90%,Small cap Fund
Ujjivan Financial Services Ltd.,Equity,0.90%,Small cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,0.88%,Small cap Fund
Asahi India Glass Ltd.,Equity,0.87%,Small cap Fund
National Aluminium Company Ltd.,Equity,0.86%,Small cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,0.85%,Small cap Fund
Bharat Bijlee Ltd.,Equity,0.85%,Small cap Fund
JK Lakshmi Cement Ltd.,Equity,0.77%,Small cap Fund
RHI Magnesita India Ltd.,Equity,0.76%,Small cap Fund
BSE Ltd.,Equity,0.73%,Small cap Fund
Ajanta Pharma Ltd.,Equity,0.72%,Small cap Fund
PNC Infratech Ltd.,Equity,0.69%,Small cap Fund
Jyothy Labs Ltd.,Equity,0.66%,Small cap Fund
Apar Industries Ltd.,Equity,0.64%,Small cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.57%,Small cap Fund
V-Mart Retail Ltd.,Equity,0.41%,Small cap Fund
Kirloskar Ferrous Industries Ltd.,Equity,0.38%,Small cap Fund
Avalon Technologies Ltd,Equity,0.35%,Small cap Fund
Apollo Pipes Ltd.,Equity,0.33%,Small cap Fund
Bajel Projects Limited (BPL),Equity,0.14%,Small cap Fund
Triparty Repo,Others,3.76%,Small cap Fund
Tube Investments Of India Ltd.,Equity,2.68%,Small cap Fund
HDFC Bank Ltd.,Equity,1.84%,Small cap Fund
KPIT Technologies Ltd.,Equity,1.74%,Small cap Fund
Apar Industries Ltd.,Equity,1.52%,Small cap Fund
Bharat Heavy Electricals Ltd.,Equity,1.51%,Small cap Fund
Multi Commodity Exchange of India Ltd.,Equity,1.44%,Small cap Fund
CreditAccess Grameen Ltd.,Equity,1.40%,Small cap Fund
Karur Vysya Bank Ltd.,Equity,1.20%,Small cap Fund
Elantas Beck India Ltd.,Equity,1.17%,Small cap Fund
Voltamp Transformers Ltd.,Equity,1.17%,Small cap Fund
Cyient Ltd.,Equity,1.17%,Small cap Fund
Hindustan Aeronautics Ltd.,Equity,1.16%,Small cap Fund
Tejas Networks Ltd.,Equity,1.12%,Small cap Fund
NIIT Learning Systems Ltd.,Equity,1.09%,Small cap Fund
Larsen & Toubro Ltd.,Equity,1.08%,Small cap Fund
Balrampur Chini Mills Ltd.,Equity,1.07%,Small cap Fund
eClerx Services Ltd.,Equity,1.07%,Small cap Fund
Interglobe Aviation Ltd.,Equity,1.07%,Small cap Fund
Kirloskar Brothers Ltd.,Equity,1.05%,Small cap Fund
Jyothy Labs Ltd.,Equity,1.04%,Small cap Fund
Ion Exchange (India) Ltd.,Equity,1.02%,Small cap Fund
Gokaldas Exports Ltd.,Equity,0.98%,Small cap Fund
Ajanta Pharma Ltd.,Equity,0.97%,Small cap Fund
Carborundum Universal Ltd.,Equity,0.95%,Small cap Fund
Pfizer Ltd.,Equity,0.94%,Small cap Fund
Central Depository Services (India) Ltd.,Equity,0.93%,Small cap Fund
Rategain Travel Technologies Ltd.,Equity,0.90%,Small cap Fund
K P R Mill Ltd.,Equity,0.90%,Small cap Fund
Jio Financial Services Ltd.,Equity,0.89%,Small cap Fund
Birla Corporation Ltd.,Equity,0.88%,Small cap Fund
Praj Industries Ltd.,Equity,0.85%,Small cap Fund
Zydus Wellness Ltd.,Equity,0.84%,Small cap Fund
Radico Khaitan Ltd.,Equity,0.82%,Small cap Fund
Timken India Ltd.,Equity,0.81%,Small cap Fund
CIE Automotive India Ltd.,Equity,0.81%,Small cap Fund
State Bank Of India,Equity,0.81%,Small cap Fund
Vardhman Textiles Ltd.,Equity,0.77%,Small cap Fund
Td Power Systems Ltd.,Equity,0.76%,Small cap Fund
Procter & Gamble Health Ltd.,Equity,0.75%,Small cap Fund
Bajaj Electricals Ltd.,Equity,0.74%,Small cap Fund
Dixon Technologies (India) Ltd.,Equity,0.74%,Small cap Fund
Linde India Ltd.,Equity,0.73%,Small cap Fund
Gland Pharma Ltd.,Equity,0.73%,Small cap Fund
Astrazeneca Pharma India Ltd.,Equity,0.73%,Small cap Fund
Fusion Micro Finance Ltd.,Equity,0.73%,Small cap Fund
Fine Organic Industries Ltd.,Equity,0.73%,Small cap Fund
Finolex Cables Ltd.,Equity,0.71%,Small cap Fund
Tata Consumer Products Ltd.,Equity,0.71%,Small cap Fund
Affle (India) Ltd.,Equity,0.70%,Small cap Fund
Bayer Cropscience Ltd.,Equity,0.70%,Small cap Fund
Genus Power Infrastructures Ltd.,Equity,0.69%,Small cap Fund
Blue Star Ltd.,Equity,0.68%,Small cap Fund
Navin Fluorine International Ltd.,Equity,0.68%,Small cap Fund
NLC India Ltd.,Equity,0.67%,Small cap Fund
Isgec Heavy Engineering Ltd.,Equity,0.67%,Small cap Fund
Century Textiles & Industries Ltd.,Equity,0.67%,Small cap Fund
RITES Ltd.,Equity,0.65%,Small cap Fund
Bank Of Baroda,Equity,0.62%,Small cap Fund
Sapphire Foods India Ltd.,Equity,0.62%,Small cap Fund
Inox Wind Ltd.,Equity,0.61%,Small cap Fund
Zensar Technologies Ltd.,Equity,0.59%,Small cap Fund
H.G. Infra Engineering Ltd.,Equity,0.59%,Small cap Fund
Kirloskar Pneumatic Company Ltd.,Equity,0.58%,Small cap Fund
Vindhya Telelinks Ltd.,Equity,0.56%,Small cap Fund
Grindwell Norton Ltd.,Equity,0.55%,Small cap Fund
Kalpataru Projects International Ltd.,Equity,0.55%,Small cap Fund
Deepak Nitrite Ltd.,Equity,0.54%,Small cap Fund
West Coast Paper Mills Ltd.,Equity,0.53%,Small cap Fund
Blue Dart Express Ltd.,Equity,0.53%,Small cap Fund
Orient Electric Ltd.,Equity,0.53%,Small cap Fund
Kirloskar Oil Engines Ltd.,Equity,0.52%,Small cap Fund
Honda India Power Products Ltd.,Equity,0.50%,Small cap Fund
Jtekt India Ltd.,Equity,0.49%,Small cap Fund
Esab India Ltd.,Equity,0.47%,Small cap Fund
Paradeep Phosphates Ltd.,Equity,0.47%,Small cap Fund
Avalon Technologies Ltd,Equity,0.46%,Small cap Fund
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,0.46%,Small cap Fund
UTI Asset Management Company Ltd.,Equity,0.46%,Small cap Fund
Metropolis Healthcare Ltd.,Equity,0.45%,Small cap Fund
MTAR Technologies Ltd.,Equity,0.44%,Small cap Fund
Tata Steel Ltd.,Equity,0.44%,Small cap Fund
Aditya Birla Fashion & Retail Ltd.,Equity,0.44%,Small cap Fund
